epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,6336.05,0.45656,0.28536,0.98054,0.93106,0.96333,0.97332,0.80647,0.7709,0.4083,1.29672,0.0009415,0.0009415,0.0009415
185,6370.21,0.45258,0.2832,0.97799,0.93157,0.96528,0.97503,0.80558,0.77107,0.41125,1.3035,0.000892,0.000892,0.000892
186,6404.5,0.44546,0.276,0.97231,0.92331,0.97147,0.97346,0.80735,0.76901,0.40552,1.29969,0.0008425,0.0008425,0.0008425
187,6438.58,0.44917,0.27877,0.97344,0.92886,0.96822,0.97562,0.81028,0.76595,0.40869,1.29754,0.000793,0.000793,0.000793
188,6472.71,0.44527,0.27653,0.97082,0.93168,0.96688,0.97547,0.81172,0.76669,0.4114,1.29958,0.0007435,0.0007435,0.0007435
189,6506.97,0.43857,0.27523,0.97083,0.93793,0.96063,0.97449,0.80888,0.76468,0.41492,1.30195,0.000694,0.000694,0.000694
190,6541.36,0.43784,0.27579,0.97227,0.93699,0.96577,0.97296,0.80564,0.76084,0.41356,1.29657,0.0006445,0.0006445,0.0006445
191,6575.4,0.435,0.27271,0.96609,0.939,0.95599,0.97353,0.80922,0.76172,0.41646,1.29478,0.000595,0.000595,0.000595
192,6609.54,0.43136,0.26814,0.96855,0.93791,0.9603,0.97497,0.80847,0.75878,0.42152,1.29268,0.0005455,0.0005455,0.0005455
193,6643.62,0.42296,0.2649,0.96045,0.93131,0.96128,0.97477,0.80964,0.75798,0.42074,1.29524,0.000496,0.000496,0.000496
194,6677.8,0.42871,0.26853,0.9602,0.93141,0.96283,0.97515,0.80966,0.76087,0.41957,1.2997,0.0004465,0.0004465,0.0004465
195,6711.98,0.42425,0.26318,0.96405,0.94654,0.95244,0.97374,0.80512,0.76369,0.42079,1.30355,0.000397,0.000397,0.000397
196,6756.34,0.43263,0.2702,0.96886,0.95119,0.953,0.97614,0.80701,0.76556,0.42348,1.30467,0.0003475,0.0003475,0.0003475
197,6790.47,0.43156,0.26751,0.9637,0.95023,0.95355,0.97489,0.80447,0.76472,0.415,1.30471,0.000298,0.000298,0.000298
198,6824.54,0.42643,0.26545,0.96505,0.94824,0.95355,0.9748,0.80576,0.76537,0.41579,1.30772,0.0002485,0.0002485,0.0002485
199,6858.6,0.41888,0.26413,0.96034,0.94784,0.95355,0.97519,0.8072,0.76571,0.4161,1.3062,0.000199,0.000199,0.000199
200,6892.69,0.42148,0.26852,0.96833,0.94387,0.95599,0.97532,0.808,0.76562,0.41621,1.30484,0.0001495,0.0001495,0.0001495
